Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
223,Jalen Wilson,24,BRK,PF,70,18,25.6,3.0,7.6,.393,1.4,4.4,.318,1.6,3.2,.496,.485,1.6,1.9,.830,1.0,2.3,3.2,1.8,0.5,0.0,1.0,2.1,9.0,,wilsoja03
224,Clint Capela,30,ATL,C,55,41,21.4,4.0,7.1,.559,0.0,0.0,.000,4.0,7.1,.560,.559,0.9,1.8,.536,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9,8.9,,capelca01
225,Kel'el Ware,20,MIA,C,53,25,21.3,3.8,6.9,.556,0.6,1.8,.316,3.2,5.0,.644,.599,0.7,1.0,.698,1.6,5.2,6.8,1.0,0.6,1.1,0.9,1.6,8.9,,wareke01
226,Patrick Williams,23,CHI,PF,52,35,25.5,3.2,8.3,.383,1.5,4.3,.351,1.7,4.0,.417,.474,1.1,1.5,.724,0.7,3.1,3.9,2.0,0.8,0.6,1.3,1.4,8.9,,willipa01
227,Kentavious Caldwell-Pope,31,ORL,SG,67,67,30.2,3.1,7.3,.429,1.4,4.4,.322,1.7,3.0,.585,.524,1.1,1.3,.859,0.4,1.8,2.1,1.8,1.3,0.5,0.8,1.9,8.8,,caldwke01
228,Kyle Filipowski,21,UTA,C,62,17,19.7,3.3,6.3,.518,1.1,2.7,.395,2.2,3.6,.609,.602,1.2,1.9,.624,1.4,4.1,5.5,1.9,0.6,0.2,1.4,2.2,8.8,,filipky01
229,Kyshawn George,21,WAS,SG,63,33,27.2,3.0,8.1,.368,1.7,5.3,.321,1.3,2.9,.456,.473,1.1,1.4,.761,0.8,3.5,4.3,2.5,1.0,0.8,1.5,3.1,8.8,,georgky01
230,Yves Missi,20,NOP,C,66,60,26.9,3.6,6.6,.540,0.0,0.0,.000,3.6,6.6,.541,.540,1.7,2.7,.624,3.5,4.6,8.0,1.3,0.5,1.4,1.2,2.0,8.8,,missiyv01
231,Chris Paul,39,SAS,PG,70,70,28.1,3.0,7.0,.426,1.8,4.6,.384,1.2,2.4,.506,.552,1.1,1.2,.940,0.4,3.2,3.6,7.7,1.3,0.2,1.5,1.8,8.8,,paulch01
232,Oshae Brissett,26,PHI,SF,6,2,23.7,3.2,6.5,.487,1.0,3.0,.333,2.2,3.5,.619,.564,1.3,2.3,.571,1.2,2.5,3.7,0.7,0.7,0.5,1.3,2.3,8.7,,brissos01
233,Quinten Post,24,GSW,PF,33,14,16.8,3.2,6.7,.473,1.9,4.3,.440,1.3,2.5,.531,.613,0.5,0.6,.789,0.9,2.9,3.8,1.4,0.5,0.5,0.8,2.1,8.7,,postqu01
234,Al Horford,38,BOS,C,55,39,27.5,3.1,7.4,.416,1.8,5.0,.357,1.3,2.3,.543,.538,0.5,0.6,.875,1.3,4.7,5.9,2.1,0.6,0.9,0.8,1.4,8.5,,horfoal01
235,Jaime Jaquez Jr.,23,MIA,SF,59,16,21.5,3.1,7.0,.441,0.5,1.8,.295,2.6,5.3,.490,.478,1.7,2.3,.756,1.3,3.2,4.4,2.5,0.9,0.2,1.5,1.3,8.5,,jaqueja01
236,Tyrese Martin,25,BRK,SG,53,8,21.6,3.1,7.6,.404,1.6,4.6,.350,1.5,3.0,.490,.511,0.7,0.9,.780,1.0,2.6,3.6,1.9,0.6,0.2,1.2,1.3,8.5,,martity01
237,Larry Nance Jr.,32,ATL,PF,24,3,19.3,3.3,6.5,.516,1.4,3.2,.447,1.9,3.3,.582,.626,0.4,0.5,.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,nancela02
238,Kelly Olynyk,33,2TM,C,38,16,19.5,3.0,5.9,.513,0.8,1.9,.423,2.2,4.0,.556,.580,1.6,2.0,.766,1.3,3.3,4.6,2.9,0.7,0.4,1.7,2.8,8.4,,olynyke01
238,Kelly Olynyk,33,TOR,C,24,2,16.0,2.5,4.9,.500,0.8,1.8,.442,1.7,3.1,.533,.581,1.4,1.8,.791,1.0,2.7,3.7,2.3,0.7,0.3,1.5,2.5,7.1,,olynyke01
238,Kelly Olynyk,33,NOP,C,14,14,25.6,4.0,7.6,.528,0.8,2.0,.393,3.2,5.6,.577,.580,1.8,2.4,.735,1.8,4.4,6.1,3.8,0.6,0.6,2.1,3.3,10.6,,olynyke01
239,Caleb Martin,29,2TM,SF,36,24,28.9,3.1,7.1,.431,0.9,2.6,.366,2.1,4.5,.469,.498,1.4,2.2,.625,1.3,2.9,4.1,2.2,1.0,0.6,1.3,1.9,8.4,,martica02
239,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,.435,1.1,2.8,.379,2.2,4.7,.469,.506,1.5,2.4,.622,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,,martica02
239,Caleb Martin,29,DAL,SF,5,0,19.2,1.8,4.6,.391,0.2,1.2,.167,1.6,3.4,.471,.413,0.8,1.2,.667,0.4,2.0,2.4,2.2,0.6,0.4,0.8,1.2,4.6,,martica02
240,Keon Ellis,25,SAC,SG,68,16,23.3,2.8,5.8,.489,1.7,4.0,.435,1.1,1.9,.603,.637,1.0,1.1,.868,0.8,1.8,2.6,1.4,1.4,0.8,0.9,2.1,8.4,,elliske01
241,Jaylen Nowell,25,NOP,SG,8,0,21.0,3.3,9.1,.356,1.0,3.4,.296,2.3,5.8,.391,.411,0.9,1.4,.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,,nowelja01
242,Dorian Finney-Smith,31,2TM,PF,52,36,28.3,3.0,6.8,.441,1.8,4.7,.392,1.2,2.1,.550,.576,0.5,0.8,.634,1.4,2.6,3.9,1.4,0.9,0.3,0.9,2.3,8.3,,finnedo01
242,Dorian Finney-Smith,31,BRK,PF,20,20,29.0,3.7,8.0,.459,2.4,5.4,.435,1.3,2.6,.510,.607,0.8,1.2,.625,1.6,3.0,4.6,1.6,0.9,0.6,0.9,2.7,10.4,,finnedo01
242,Dorian Finney-Smith,31,LAL,PF,32,16,27.8,2.6,6.1,.426,1.5,4.3,.358,1.1,1.8,.586,.551,0.3,0.5,.647,1.3,2.3,3.6,1.3,0.9,0.2,0.9,2.0,7.1,,finnedo01
243,Damion Baugh,24,CHO,SG,11,2,26.1,3.2,9.1,.350,0.9,4.0,.227,2.3,5.1,.446,.400,1.0,1.2,.846,0.7,2.4,3.1,3.9,1.3,0.1,1.9,1.6,8.3,,baughda01
244,Brandon Clarke,28,MEM,PF,64,18,18.9,3.7,5.9,.621,0.0,0.3,.059,3.7,5.7,.647,.622,1.0,1.4,.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,,clarkbr01
245,Mike Conley,37,MIN,PG,61,54,24.7,2.6,6.6,.401,1.9,4.4,.417,0.8,2.1,.369,.542,1.2,1.3,.911,0.5,2.1,2.5,4.5,1.2,0.2,1.0,1.5,8.3,,conlemi01
246,Johnny Juzang,23,UTA,SG,54,12,18.6,2.9,6.8,.427,1.7,4.6,.372,1.2,2.2,.542,.553,0.7,0.9,.830,0.6,2.2,2.9,1.0,0.5,0.1,0.5,1.9,8.2,,juzanjo01
247,Taurean Prince,30,MIL,SF,69,62,26.8,2.9,6.4,.456,1.9,4.1,.448,1.1,2.3,.471,.600,0.5,0.6,.842,0.5,3.2,3.7,2.0,0.9,0.2,1.1,2.1,8.2,,princta02
248,Cason Wallace,21,OKC,SG,61,41,27.5,3.3,7.1,.469,1.1,3.1,.351,2.3,4.0,.559,.545,0.4,0.5,.813,1.1,2.4,3.5,2.5,1.8,0.5,0.9,2.2,8.2,,wallaca01
249,Jusuf Nurkić,30,2TM,C,41,28,21.0,2.9,6.2,.469,0.6,2.1,.294,2.3,4.1,.556,.518,1.7,2.5,.683,1.7,6.4,8.1,2.1,0.9,0.6,1.9,2.7,8.1,,nurkiju01
249,Jusuf Nurkić,30,PHO,C,25,23,23.7,3.0,6.5,.454,0.8,2.4,.322,2.2,4.2,.529,.512,1.9,2.8,.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,,nurkiju01
249,Jusuf Nurkić,30,CHO,C,16,5,16.7,2.8,5.7,.495,0.4,1.6,.231,2.4,4.1,.600,.527,1.3,2.0,.656,1.4,5.1,6.5,2.4,0.8,0.6,1.3,1.9,7.3,,nurkiju01
250,Jaden Hardy,22,DAL,SG,48,3,15.2,3.0,6.9,.429,1.3,3.3,.384,1.7,3.6,.471,.521,1.0,1.4,.687,0.2,1.4,1.5,1.4,0.5,0.1,1.4,1.6,8.1,,hardyja02
251,Sam Hauser,27,BOS,PF,61,16,21.3,2.9,6.4,.450,2.3,5.5,.414,0.6,0.9,.661,.627,0.1,0.1,1.000,0.6,2.4,3.1,0.9,0.6,0.2,0.3,1.2,8.1,,hausesa01
252,Jalen Smith,24,CHI,C,58,1,15.1,2.9,6.3,.462,1.2,3.6,.330,1.7,2.7,.633,.555,1.1,1.4,.823,1.4,4.1,5.5,1.0,0.3,0.7,0.6,1.5,8.1,,smithja04
253,Bruce Brown,28,2TM,PG,35,6,21.6,3.0,7.1,.420,0.7,2.0,.329,2.3,5.1,.456,.466,1.3,1.5,.830,1.0,2.7,3.6,2.0,0.8,0.1,1.0,1.7,7.9,,brownbr01
253,Bruce Brown,28,TOR,PG,18,0,19.6,3.2,7.3,.435,0.6,2.0,.306,2.6,5.3,.484,.477,1.4,1.6,.897,0.9,2.8,3.8,1.6,0.9,0.2,1.1,1.4,8.4,,brownbr01
253,Bruce Brown,28,NOP,PG,17,6,23.8,2.8,7.0,.403,0.7,2.0,.353,2.1,5.0,.424,.454,1.1,1.4,.750,1.0,2.5,3.5,2.4,0.7,0.1,0.9,2.0,7.4,,brownbr01
254,Isaiah Collier,20,UTA,PG,64,39,25.3,3.1,7.4,.415,0.5,2.2,.243,2.5,5.2,.488,.451,1.2,1.8,.667,0.5,2.9,3.3,6.2,0.9,0.2,2.9,2.1,7.9,,colliis01
255,Day'Ron Sharpe,23,BRK,C,49,2,18.0,3.3,6.3,.518,0.2,0.9,.256,3.0,5.4,.560,.536,1.1,1.5,.757,3.0,3.6,6.6,1.8,0.8,0.9,1.3,2.3,7.9,,sharpda01
256,Ja'Kobe Walter,20,TOR,SG,45,11,20.1,2.8,7.1,.399,1.0,3.3,.313,1.8,3.9,.471,.470,1.2,1.5,.754,1.0,1.8,2.9,1.3,0.7,0.2,0.9,1.8,7.9,,walteja01
257,Peyton Watson,22,DEN,SF,59,14,23.6,2.9,6.2,.471,0.7,2.0,.373,2.2,4.2,.518,.532,1.4,2.0,.692,0.7,2.6,3.3,1.5,0.8,1.2,0.9,1.8,7.9,,watsope01
258,GG Jackson II,20,MEM,PF,25,2,16.2,2.8,7.0,.392,1.2,3.6,.337,1.6,3.5,.448,.477,1.1,1.5,.737,1.0,2.3,3.2,1.0,0.4,0.2,1.1,1.1,7.8,,jacksgg01
259,Dalano Banton,25,POR,PG,57,0,14.9,2.7,6.5,.419,1.0,2.9,.362,1.7,3.6,.464,.499,1.2,1.7,.717,0.4,1.5,1.8,2.1,0.7,0.5,1.2,0.7,7.7,,bantoda01
260,Matas Buzelis,20,CHI,SF,69,20,17.4,2.9,6.5,.441,1.0,3.1,.329,1.8,3.3,.545,.520,0.9,1.1,.855,0.7,2.4,3.1,0.8,0.3,0.8,0.8,1.7,7.7,,buzelma01
261,Justin Champagnie,23,WAS,SF,50,20,19.5,2.9,5.9,.488,1.1,2.8,.373,1.8,3.1,.594,.577,0.8,1.1,.727,1.5,3.4,4.9,0.9,1.0,0.6,0.8,1.8,7.7,,champju01
262,Lonnie Walker IV,26,PHI,SG,11,1,18.5,2.6,7.5,.354,1.5,4.6,.333,1.1,2.8,.387,.457,0.9,1.1,.833,0.4,2.6,3.0,1.8,0.5,0.3,1.1,0.6,7.7,,walkelo01
263,Jared Butler,24,2TM,SG,49,8,14.9,2.9,6.4,.444,0.7,2.2,.308,2.2,4.2,.514,.497,1.2,1.5,.824,0.4,1.3,1.7,3.2,0.5,0.2,1.1,1.4,7.6,,butleja02
263,Jared Butler,24,WAS,PG,32,0,11.3,2.7,5.5,.483,0.5,1.3,.366,2.2,4.2,.519,.526,1.1,1.4,.778,0.4,0.8,1.3,2.6,0.4,0.2,0.9,1.3,6.9,,butleja02
263,Jared Butler,24,PHI,SG,17,8,21.8,3.2,8.2,.396,1.1,3.9,.273,2.2,4.3,.507,.460,1.5,1.7,.897,0.2,2.2,2.4,4.5,0.8,0.3,1.5,1.8,9.1,,butleja02
264,Lonzo Ball,27,CHI,PG,35,14,22.2,2.5,6.9,.366,1.9,5.6,.344,0.6,1.4,.458,.504,0.6,0.8,.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,,balllo01
265,Goga Bitadze,25,ORL,C,60,41,21.1,3.2,5.0,.630,0.1,0.4,.130,3.1,4.6,.671,.635,1.3,2.0,.630,2.4,4.4,6.8,2.0,0.7,1.5,1.1,2.2,7.6,,bitadgo01
266,Garrison Mathews,28,ATL,SG,45,2,17.5,2.2,5.4,.400,1.8,4.6,.394,0.4,0.8,.432,.567,1.4,1.7,.818,0.3,1.6,1.8,1.3,0.6,0.3,0.6,1.7,7.6,,mathega01
267,Cody Martin,29,2TM,SF,43,8,24.0,2.8,6.7,.424,1.0,3.1,.304,1.9,3.6,.529,.495,0.9,1.2,.712,1.1,3.5,4.5,2.2,1.2,0.7,1.1,2.0,7.5,,martico01
267,Cody Martin,29,CHO,SF,39,8,24.8,3.0,6.9,.433,1.0,3.2,.323,1.9,3.7,.528,.507,0.9,1.3,.694,1.0,3.5,4.5,2.3,1.1,0.7,1.1,1.8,7.8,,martico01
267,Cody Martin,29,PHO,SF,4,0,16.8,1.5,5.0,.300,0.3,2.8,.091,1.3,2.3,.556,.325,0.8,0.8,1.000,1.5,3.3,4.8,1.8,2.0,0.8,1.3,3.0,4.0,,martico01
268,Richaun Holmes,31,WAS,PF,28,7,18.0,3.0,4.6,.648,0.0,0.1,.000,3.0,4.5,.664,.648,1.6,1.9,.833,2.1,3.9,5.9,1.5,0.3,0.8,0.8,1.6,7.5,,holmeri01
269,Tristan Da Silva,23,ORL,SF,67,36,22.6,2.7,6.6,.417,1.1,3.3,.333,1.6,3.3,.502,.501,0.8,0.9,.864,1.0,2.4,3.4,1.5,0.4,0.2,0.8,1.3,7.4,,dasiltr01
270,Josh Green,24,CHO,SG,64,63,28.3,2.6,6.3,.423,1.4,3.7,.381,1.2,2.6,.482,.535,0.7,1.0,.672,0.9,1.8,2.6,1.6,1.1,0.2,1.0,2.5,7.4,,greenjo02
271,Davion Mitchell,26,2TM,PG,64,36,26.6,2.8,6.0,.462,1.0,2.7,.385,1.7,3.3,.526,.550,0.7,1.0,.682,0.4,1.7,2.1,4.6,0.8,0.2,1.8,2.5,7.3,,mitchda01
271,Davion Mitchell,26,TOR,PG,44,22,24.5,2.4,5.5,.434,1.0,2.7,.359,1.5,2.9,.504,.520,0.6,0.8,.676,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,,mitchda01
271,Davion Mitchell,26,MIA,PG,20,14,31.2,3.6,7.0,.511,1.3,2.9,.439,2.3,4.1,.561,.601,1.0,1.5,.690,0.6,2.0,2.6,4.6,1.2,0.3,1.8,2.2,9.4,,mitchda01
272,Andre Drummond,31,PHI,C,40,23,18.8,2.9,5.9,.500,0.1,0.5,.150,2.9,5.4,.533,.506,1.4,2.3,.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,,drumman01
273,A.J. Green,25,MIL,SG,63,6,22.4,2.5,5.8,.421,2.1,5.0,.416,0.4,0.8,.453,.599,0.3,0.4,.833,0.2,2.0,2.2,1.4,0.6,0.1,0.5,2.2,7.3,,greenaj01
274,Tristan Vukcevic,21,WAS,C,25,1,11.2,2.6,5.3,.500,0.9,2.5,.365,1.7,2.8,.623,.587,1.1,1.4,.778,0.7,2.5,3.2,1.0,0.4,0.5,0.8,1.2,7.3,,vukcetr01
275,Tre Jones,25,2TM,PG,46,9,19.7,2.8,5.2,.538,0.4,1.0,.396,2.4,4.1,.574,.578,1.2,1.5,.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2,,jonestr01
275,Tre Jones,25,SAS,PG,28,0,16.1,1.6,3.3,.484,0.3,0.9,.308,1.3,2.4,.552,.527,0.9,1.2,.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,,jonestr01
275,Tre Jones,25,CHI,PG,18,9,25.3,4.6,8.1,.572,0.6,1.2,.500,4.0,6.8,.585,.610,1.7,1.9,.882,0.9,2.3,3.2,4.9,1.1,0.3,0.8,1.2,11.5,,jonestr01
276,Terance Mann,28,2TM,SG,56,12,20.7,2.8,5.9,.483,0.9,2.4,.371,2.0,3.5,.558,.558,0.7,1.0,.661,1.0,2.0,2.9,1.8,0.6,0.3,0.7,1.9,7.2,,mannte01
276,Terance Mann,28,LAC,SG,37,12,19.8,2.4,5.3,.446,0.7,2.0,.347,1.6,3.2,.508,.513,0.6,0.9,.719,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.8,6.0,,mannte01
276,Terance Mann,28,ATL,SG,19,0,22.5,3.8,7.1,.537,1.2,3.0,.404,2.6,4.1,.636,.623,0.7,1.3,.583,1.2,1.8,3.0,2.2,0.4,0.2,0.8,2.1,9.5,,mannte01
277,Bol Bol,25,PHO,PF,32,10,13.3,2.8,5.5,.514,0.9,2.8,.330,1.9,2.7,.701,.597,0.6,0.8,.769,0.6,2.6,3.2,0.6,0.3,0.8,0.6,0.6,7.2,,bolbo01
278,Brandon Williams,25,DAL,PG,27,2,13.6,2.6,5.1,.496,0.7,1.9,.365,1.9,3.2,.575,.565,1.4,1.7,.826,0.3,1.3,1.6,2.1,0.6,0.1,1.0,0.9,7.2,,willibr03
279,Jared Rhoden,25,2TM,SG,10,2,15.9,2.4,6.0,.400,0.8,2.8,.286,1.6,3.2,.500,.467,1.5,1.8,.833,1.1,1.9,3.0,0.8,0.7,0.2,0.7,1.3,7.1,,rhodeja01
279,Jared Rhoden,25,CHO,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,,rhodeja01
279,Jared Rhoden,25,TOR,SG,6,2,24.5,3.7,8.7,.423,1.3,4.3,.308,2.3,4.3,.538,.500,2.5,3.0,.833,1.5,2.8,4.3,1.0,1.0,0.3,1.0,2.0,11.2,,rhodeja01
280,Vasilije Micić,31,2TM,PG,38,16,20.3,2.5,7.2,.348,1.2,3.3,.360,1.3,3.9,.338,.430,0.9,1.1,.829,0.5,1.8,2.3,3.3,0.4,0.0,1.9,1.2,7.1,,micicva01
280,Vasilije Micić,31,CHO,PG,36,16,21.2,2.6,7.6,.348,1.3,3.5,.360,1.4,4.1,.338,.430,0.9,1.1,.829,0.6,1.9,2.4,3.5,0.4,0.0,2.1,1.2,7.5,,micicva01
280,Vasilije Micić,31,PHO,PG,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,micicva01
281,Jalen Hood-Schifino,21,2TM,SG,7,0,19.3,2.3,6.0,.381,1.1,3.4,.333,1.1,2.6,.444,.476,1.3,1.7,.750,0.3,1.4,1.7,2.1,0.4,0.7,0.7,1.9,7.0,,hoodsja01
281,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,hoodsja01
281,Jalen Hood-Schifino,21,PHI,SG,5,0,24.2,3.0,8.2,.366,1.6,4.8,.333,1.4,3.4,.412,.463,1.4,2.0,.700,0.2,2.0,2.2,2.8,0.6,0.8,0.8,2.0,9.0,,hoodsja01
282,Jake LaRavia,23,2TM,PF,64,0,20.5,2.4,5.1,.475,0.9,2.2,.420,1.5,2.9,.516,.564,1.2,1.8,.681,1.4,2.6,4.0,2.4,0.9,0.4,1.3,2.0,7.0,,laravja01
282,Jake LaRavia,23,MEM,PF,47,0,20.9,2.5,5.1,.490,0.9,1.9,.444,1.7,3.2,.517,.573,1.4,2.0,.698,1.4,2.9,4.4,2.8,0.9,0.4,1.5,2.0,7.3,,laravja01
282,Jake LaRavia,23,SAC,PF,17,0,19.4,2.2,5.0,.435,1.1,2.8,.375,1.1,2.2,.514,.541,0.6,1.0,.588,1.4,1.6,2.9,1.3,0.8,0.2,0.9,2.2,6.0,,laravja01
283,Ricky Council IV,23,PHI,SF,62,7,15.8,2.3,5.8,.401,0.8,2.7,.282,1.6,3.1,.505,.467,1.5,1.8,.823,0.6,1.9,2.5,1.2,0.5,0.2,0.6,1.0,7.0,,councri01
284,Marcus Garrett,26,CHO,SG,4,0,19.8,2.8,6.8,.407,0.8,2.0,.375,2.0,4.8,.421,.463,0.8,1.0,.750,0.3,1.3,1.5,3.3,0.8,0.5,1.5,2.5,7.0,,garrema01
285,Jordan Goodwin,26,LAL,PG,17,5,21.6,2.7,5.6,.479,1.1,2.6,.422,1.6,3.0,.529,.578,0.5,0.5,.889,1.5,2.7,4.2,1.5,1.3,0.5,0.8,1.8,7.0,,goodwjo01
286,Jay Huff,26,MEM,C,56,2,11.8,2.5,4.8,.517,1.3,3.2,.417,1.1,1.6,.724,.657,0.7,0.9,.769,0.4,1.6,2.1,0.6,0.3,0.9,0.5,1.3,7.0,,huffja01
287,Isaiah Jackson,23,IND,C,5,1,16.8,2.8,4.6,.609,0.0,0.0,,2.8,4.6,.609,.609,1.4,2.8,.500,2.2,3.4,5.6,1.0,0.6,1.6,1.0,2.8,7.0,,jacksis01
288,Sam Merrill,28,CLE,SG,62,2,19.2,2.3,5.9,.398,1.8,5.1,.362,0.5,0.8,.633,.555,0.5,0.5,.966,0.5,1.6,2.1,1.4,0.7,0.2,0.5,1.7,7.0,,merrisa01
289,KJ Simpson,22,CHO,PG,25,5,21.0,2.4,7.4,.332,0.7,3.2,.228,1.7,4.2,.410,.380,1.4,1.7,.837,1.2,1.6,2.8,2.8,0.8,0.2,1.5,1.5,7.0,,simpskj01
290,Josh Okogie,26,2TM,SG,32,2,15.6,2.5,5.2,.473,0.8,2.0,.385,1.7,3.2,.529,.548,1.2,1.6,.725,1.3,1.7,3.0,0.8,1.3,0.5,0.8,1.2,6.9,,okogijo01
290,Josh Okogie,26,PHO,SG,25,1,14.0,2.2,4.6,.491,0.6,1.7,.381,1.6,2.9,.556,.561,0.9,1.3,.688,1.3,1.6,2.9,0.6,0.8,0.4,0.6,1.1,6.0,,okogijo01
290,Josh Okogie,26,CHO,SG,7,1,21.3,3.3,7.6,.434,1.3,3.3,.391,2.0,4.3,.467,.519,2.1,2.7,.789,1.3,2.1,3.4,1.4,2.7,0.7,1.3,1.6,10.0,,okogijo01
291,Jaxson Hayes,24,LAL,C,45,24,19.8,2.8,3.9,.723,0.0,0.1,.000,2.8,3.9,.736,.723,1.2,1.8,.675,1.4,3.4,4.8,1.2,0.6,1.0,0.8,2.3,6.9,,hayesja02
292,Trayce Jackson-Davis,24,GSW,C,55,37,16.8,2.9,5.2,.568,0.0,0.0,.000,2.9,5.2,.570,.568,1.0,1.7,.587,2.1,3.3,5.4,1.8,0.4,0.7,0.7,1.3,6.9,,jackstr02
293,Cameron Payne,30,NYK,PG,64,2,14.6,2.5,6.1,.403,1.3,3.6,.365,1.2,2.5,.457,.510,0.7,0.8,.896,0.2,1.2,1.4,2.8,0.5,0.2,0.7,1.5,6.9,,payneca01
294,Bones Hyland,24,2TM,PG,22,0,10.7,2.1,5.4,.398,1.5,3.7,.390,0.7,1.6,.417,.534,1.0,1.2,.885,0.2,0.9,1.1,1.4,0.8,0.2,1.1,1.3,6.8,,hylanbo01
294,Bones Hyland,24,LAC,PG,20,0,11.1,2.3,5.8,.391,1.6,4.0,.388,0.7,1.8,.400,.526,1.2,1.3,.885,0.3,1.0,1.2,1.4,0.9,0.2,1.2,1.3,7.2,,hylanbo01
294,Bones Hyland,24,MIN,PG,2,0,7.0,1.0,1.5,.667,0.5,1.0,.500,0.5,0.5,1.000,.833,0.0,0.0,,0.0,0.0,0.0,1.5,0.0,0.0,0.5,1.5,2.5,,hylanbo01
295,Alex Caruso,30,OKC,SG,46,2,19.4,2.5,5.7,.441,1.1,3.2,.349,1.4,2.5,.557,.538,0.7,0.8,.789,0.7,2.1,2.7,2.5,1.7,0.5,0.7,1.8,6.8,,carusal01
296,Eric Gordon,36,PHI,SG,39,13,19.7,2.2,5.2,.426,1.4,3.5,.409,0.8,1.7,.463,.564,0.9,1.2,.750,0.2,1.0,1.2,1.7,0.7,0.3,0.7,0.8,6.8,,gordoer01
297,Vit Krejci,24,ATL,PG,46,15,20.6,2.4,5.3,.455,1.5,3.7,.394,1.0,1.6,.595,.592,0.5,0.8,.676,0.3,2.2,2.6,2.7,0.7,0.5,0.9,2.0,6.8,,krejcvi01
298,Thomas Bryant,27,2TM,C,54,6,15.0,2.6,5.0,.511,0.7,2.2,.331,1.8,2.8,.658,.585,0.8,0.9,.824,1.4,2.7,4.0,0.9,0.4,0.6,0.5,1.2,6.6,,bryanth01
298,Thomas Bryant,27,MIA,C,10,0,11.5,1.2,2.8,.429,0.6,1.7,.353,0.6,1.1,.545,.536,1.1,1.1,1.000,0.6,2.6,3.2,0.4,0.1,0.9,0.2,0.9,4.1,,bryanth01
298,Thomas Bryant,27,IND,C,44,6,15.8,2.9,5.5,.521,0.8,2.4,.327,2.1,3.1,.667,.591,0.7,0.9,.775,1.5,2.7,4.2,1.0,0.5,0.6,0.6,1.3,7.2,,bryanth01
299,Gary Payton II,32,GSW,SG,57,10,14.8,2.8,4.8,.582,0.5,1.5,.330,2.3,3.3,.701,.635,0.5,0.7,.711,0.8,2.1,2.9,1.3,0.8,0.3,0.6,1.7,6.6,,paytoga02
300,Vince Williams Jr.,24,MEM,SG,19,2,18.6,2.5,6.5,.379,0.8,3.6,.235,1.6,2.9,.554,.444,0.8,1.1,.750,0.9,2.8,3.7,2.1,0.6,0.3,1.3,1.8,6.6,,willivi01
301,Ron Holland,19,DET,SF,72,1,15.6,2.5,5.2,.472,0.4,2.0,.220,2.0,3.3,.623,.513,1.2,1.5,.757,0.5,2.2,2.7,1.0,0.6,0.2,0.9,1.8,6.5,,hollaro01
302,Trey Lyles,29,SAC,PF,58,2,18.6,2.3,5.5,.412,1.2,3.5,.342,1.1,2.0,.534,.520,0.8,1.1,.719,1.2,3.4,4.6,1.2,0.6,0.4,0.6,1.2,6.5,,lylestr01
303,Jamal Shead,22,TOR,PG,65,5,18.5,2.5,6.0,.421,0.9,2.7,.337,1.6,3.3,.488,.496,0.5,0.7,.761,0.4,1.0,1.4,3.8,0.6,0.1,1.6,2.1,6.5,,sheadja01
304,Zach Collins,27,2TM,PF,53,12,15.2,2.4,4.7,.502,0.5,1.7,.295,1.9,3.0,.615,.554,1.2,1.3,.873,1.5,2.7,4.2,1.7,0.5,0.5,0.9,2.1,6.4,,colliza01
304,Zach Collins,27,SAS,C,36,4,11.8,1.7,3.7,.462,0.4,1.3,.304,1.3,2.4,.547,.515,0.9,1.0,.886,1.1,1.8,2.8,1.4,0.4,0.4,0.6,1.9,4.6,,colliza01
304,Zach Collins,27,CHI,PF,17,8,22.4,3.8,6.9,.547,0.7,2.5,.286,3.1,4.4,.693,.598,1.8,2.1,.861,2.6,4.7,7.3,2.2,0.8,0.7,1.4,2.5,10.1,,colliza01
