Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
483,Dwight Powell,33,DAL,C,46,3,9.7,0.8,1.1,.735,0.0,0.0,.500,0.8,1.0,.745,.745,0.5,0.8,.622,0.9,1.3,2.2,1.0,0.3,0.5,0.3,1.4,2.1,,poweldw01
484,Rayan Rupert,20,POR,SG,43,0,7.3,0.7,1.9,.390,0.2,0.9,.270,0.5,1.0,.489,.451,0.3,0.5,.750,0.5,0.6,1.1,0.4,0.2,0.0,0.5,0.6,2.1,,ruperra01
485,Reece Beekman,23,2TM,PG,30,0,11.1,0.8,2.6,.312,0.2,1.0,.194,0.6,1.5,.391,.351,0.2,0.4,.545,0.3,0.6,0.9,1.3,0.6,0.1,0.5,0.7,2.0,,beekmre01
485,Reece Beekman,23,GSW,PG,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,,beekmre01
485,Reece Beekman,23,BRK,PG,28,0,11.8,0.8,2.7,.303,0.2,1.1,.194,0.6,1.6,.378,.342,0.2,0.4,.545,0.3,0.6,0.9,1.3,0.6,0.1,0.6,0.8,2.1,,beekmre01
486,Jamaree Bouyea,25,MIL,PG,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,,bouyeja01
487,Jack McVeigh,28,HOU,PF,7,0,4.0,0.7,1.9,.385,0.6,1.4,.400,0.1,0.4,.333,.538,0.0,0.0,,0.1,0.4,0.6,0.1,0.0,0.1,0.1,0.1,2.0,,mcveija01
488,Adama Sanogo,22,CHI,C,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,,sanogad01
489,Pete Nance,24,2TM,PF,9,0,8.6,0.7,2.0,.333,0.4,1.6,.286,0.2,0.4,.500,.444,0.1,0.2,.500,0.2,0.9,1.1,0.3,0.1,0.0,0.0,1.1,1.9,,nancepe01
489,Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,.333,0.6,1.7,.333,0.1,0.4,.333,.467,0.1,0.3,.500,0.3,1.1,1.4,0.4,0.1,0.0,0.0,1.4,2.1,,nancepe01
489,Pete Nance,24,MIL,PF,2,0,4.5,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,nancepe01
490,Jordan McLaughlin,28,2TM,PG,37,0,6.1,0.6,1.4,.420,0.4,0.8,.433,0.2,0.5,.400,.550,0.4,0.6,.762,0.1,0.5,0.6,0.9,0.4,0.0,0.3,0.4,1.9,,mclaujo01
490,Jordan McLaughlin,28,SAC,PG,28,0,6.8,0.6,1.6,.364,0.4,0.9,.385,0.2,0.6,.333,.477,0.4,0.6,.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9,,mclaujo01
490,Jordan McLaughlin,28,SAS,PG,9,0,4.1,0.6,0.7,.833,0.3,0.4,.750,0.2,0.2,1.000,1.083,0.6,0.6,1.000,0.0,0.3,0.3,1.2,0.2,0.0,0.1,0.1,2.0,,mclaujo01
491,Ariel Hukporti,22,NYK,C,25,1,8.7,0.8,1.2,.677,0.0,0.0,,0.8,1.2,.677,.677,0.2,0.5,.462,0.6,1.5,2.0,0.4,0.0,0.6,0.8,1.3,1.9,,hukpoar01
492,Jericho Sims,26,2TM,C,53,5,11.9,0.8,1.3,.634,0.0,0.0,,0.8,1.3,.634,.634,0.2,0.2,.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.2,1.8,,simsje01
492,Jericho Sims,26,NYK,C,39,5,10.8,0.7,1.2,.609,0.0,0.0,,0.7,1.2,.609,.609,0.2,0.3,.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6,,simsje01
492,Jericho Sims,26,MIL,C,14,0,15.0,1.2,1.8,.680,0.0,0.0,,1.2,1.8,.680,.680,0.0,0.0,,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,2.4,,simsje01
493,JD Davison,22,BOS,PG,11,0,4.5,0.5,1.2,.462,0.3,0.7,.375,0.3,0.5,.600,.577,0.5,0.6,.714,0.1,0.5,0.6,0.4,0.3,0.0,0.6,0.1,1.8,,davisjd01
494,Tyler Kolek,23,NYK,PG,34,0,5.2,0.6,1.6,.375,0.3,0.9,.355,0.3,0.7,.400,.473,0.2,0.3,.889,0.1,0.4,0.5,0.9,0.3,0.0,0.3,0.4,1.8,,kolekty01
495,Leonard Miller,21,MIN,SF,10,0,2.7,0.5,1.4,.357,0.0,0.5,.000,0.5,0.9,.556,.357,0.8,0.8,1.000,0.3,0.8,1.1,0.0,0.2,0.1,0.2,0.2,1.8,,millele01
496,Pacome Dadiet,19,NYK,SG,15,0,6.5,0.6,1.9,.321,0.4,1.2,.333,0.2,0.7,.300,.429,0.1,0.2,.667,0.0,0.9,0.9,0.3,0.2,0.1,0.1,0.4,1.7,,dadiepa01
497,Enrique Freeman,24,IND,PF,20,1,7.0,0.6,1.3,.480,0.1,0.3,.167,0.6,1.0,.579,.500,0.5,0.8,.600,0.3,0.7,1.0,0.4,0.1,0.1,0.3,0.9,1.7,,freemen01
498,Alex Len,31,2TM,C,45,6,8.2,0.7,1.3,.508,0.0,0.2,.250,0.6,1.1,.549,.525,0.2,0.4,.471,0.8,1.2,2.1,0.8,0.2,0.4,0.4,1.1,1.6,,lenal01
498,Alex Len,31,SAC,C,36,3,7.2,0.6,1.1,.537,0.0,0.2,.167,0.6,1.0,.600,.549,0.2,0.4,.538,0.7,1.1,1.8,0.8,0.2,0.5,0.3,1.0,1.4,,lenal01
498,Alex Len,31,LAL,C,9,3,12.1,0.9,2.0,.444,0.1,0.2,.500,0.8,1.8,.438,.472,0.1,0.4,.250,1.4,1.8,3.2,0.8,0.1,0.2,0.7,1.7,2.0,,lenal01
499,Vlatko Čančar,27,DEN,PF,10,0,9.4,0.7,1.6,.438,0.2,0.7,.286,0.5,0.9,.556,.500,0.0,0.0,,0.6,2.0,2.6,0.7,0.1,0.1,0.8,0.8,1.6,,cancavl01
500,Cam Christie,19,LAC,SG,8,0,5.1,0.6,1.9,.333,0.3,1.3,.200,0.4,0.6,.600,.400,0.1,0.3,.500,0.1,0.8,0.9,0.6,0.4,0.0,0.3,0.3,1.6,,chrisca02
501,Johnny Furphy,20,IND,SG,41,0,6.7,0.6,1.5,.365,0.3,0.9,.306,0.3,0.7,.444,.452,0.2,0.2,1.000,0.4,0.8,1.2,0.2,0.3,0.2,0.2,0.7,1.6,,furphjo01
502,Keshad Johnson,23,MIA,SF,10,0,5.7,0.7,1.2,.583,0.1,0.4,.250,0.6,0.8,.750,.625,0.1,0.6,.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,,johnske10
503,Tristan Thompson,33,CLE,C,36,0,7.1,0.7,1.6,.456,0.0,0.1,.000,0.7,1.5,.481,.456,0.1,0.6,.227,0.7,2.1,2.7,0.6,0.0,0.2,0.3,0.8,1.6,,thomptr01
504,Armel Traoré,22,LAL,SF,9,0,7.4,0.7,2.1,.316,0.0,0.8,.000,0.7,1.3,.500,.316,0.2,0.8,.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,,armeltr01
505,Jordan Walsh,20,BOS,PF,44,1,7.9,0.6,1.5,.388,0.3,1.0,.295,0.3,0.5,.565,.485,0.2,0.3,.583,0.5,0.8,1.3,0.4,0.2,0.2,0.3,0.6,1.6,,walshjo01
506,Alex Ducas,24,OKC,SG,19,0,5.1,0.5,1.3,.400,0.5,0.9,.500,0.1,0.4,.143,.580,0.0,0.0,,0.3,0.7,1.0,0.2,0.3,0.0,0.2,0.4,1.5,,ducasal01
507,Adam Flagler,25,OKC,SG,29,0,4.7,0.6,2.4,.243,0.3,1.9,.182,0.2,0.5,.467,.314,0.0,0.0,,0.2,0.4,0.6,0.3,0.2,0.1,0.1,0.4,1.5,,flaglad01
508,Jazian Gortman,21,DAL,PG,16,0,3.6,0.6,1.4,.391,0.3,0.7,.364,0.3,0.8,.417,.478,0.1,0.3,.500,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,,gortmja01
509,Quincy Olivari,23,LAL,PG,2,0,5.0,0.5,2.5,.200,0.5,2.5,.200,0.0,0.0,,.300,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.5,,olivaqu01
510,Matt Ryan,27,NYK,SF,19,0,3.6,0.5,1.6,.323,0.3,1.0,.316,0.2,0.6,.333,.419,0.1,0.1,1.000,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.1,1.5,,ryanma01
511,PJ Hall,22,DEN,C,18,0,3.4,0.6,1.1,.550,0.1,0.4,.143,0.6,0.7,.769,.575,0.2,0.2,.750,0.3,0.8,1.1,0.2,0.0,0.2,0.1,0.6,1.4,,hallpj01
512,David Duke Jr.,25,SAS,SG,4,0,4.5,0.5,1.8,.286,0.0,0.3,.000,0.5,1.5,.333,.286,0.3,0.5,.500,0.0,0.8,0.8,0.8,0.0,0.0,0.3,0.3,1.3,,dukeda01
513,Spencer Jones,23,DEN,SF,17,0,5.5,0.5,1.5,.360,0.1,0.7,.083,0.5,0.8,.615,.380,0.2,0.2,1.000,0.4,0.4,0.7,0.1,0.3,0.2,0.2,0.8,1.3,,jonessp01
514,Skal Labissière,28,SAC,PF,4,0,3.0,0.5,1.0,.500,0.3,0.3,1.000,0.3,0.8,.333,.625,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.0,0.3,1.3,,labissk01
515,Garrett Temple,38,TOR,SG,25,0,7.3,0.4,1.7,.214,0.2,0.8,.250,0.2,0.9,.182,.274,0.4,0.4,.900,0.2,0.8,1.0,1.0,0.6,0.1,0.4,0.9,1.3,,templga01
516,Isaiah Crawford,23,SAC,SF,11,0,3.4,0.5,0.8,.556,0.1,0.4,.250,0.4,0.5,.800,.611,0.2,0.4,.500,0.1,0.6,0.7,0.0,0.1,0.1,0.1,0.2,1.2,,crawfis01
517,Yuki Kawamura,23,MEM,PG,20,0,3.2,0.4,1.1,.364,0.2,0.8,.250,0.2,0.3,.667,.455,0.2,0.3,.667,0.0,0.4,0.4,0.7,0.1,0.0,0.2,0.4,1.2,,kawamyu01
518,Chris Livingston,21,MIL,SF,17,1,4.6,0.4,1.1,.368,0.0,0.4,.000,0.4,0.8,.538,.368,0.4,0.6,.700,0.5,0.9,1.4,0.1,0.3,0.0,0.3,0.3,1.2,,livinch01
519,Anton Watson,24,NYK,SF,5,0,2.8,0.6,1.4,.429,0.0,0.0,,0.6,1.4,.429,.429,0.0,0.0,,0.2,0.2,0.4,0.4,0.0,0.0,0.2,0.2,1.2,,watsoan02
520,Sidy Cissoko,20,2TM,SF,20,0,3.0,0.5,0.9,.500,0.2,0.4,.429,0.3,0.6,.545,.583,0.1,0.3,.167,0.2,0.4,0.6,0.3,0.1,0.0,0.2,0.4,1.1,,cissosi01
520,Sidy Cissoko,20,SAS,SF,17,0,3.2,0.5,1.1,.500,0.2,0.4,.429,0.4,0.6,.545,.583,0.1,0.4,.167,0.2,0.4,0.6,0.4,0.1,0.0,0.1,0.4,1.3,,cissosi01
520,Sidy Cissoko,20,POR,SF,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,,cissosi01
521,Trey Alexander,21,DEN,SG,20,0,4.3,0.4,1.3,.269,0.1,0.5,.200,0.3,0.8,.313,.308,0.2,0.2,.750,0.0,0.5,0.5,0.4,0.1,0.1,0.2,0.4,1.0,,alexatr01
522,Yuri Collins,23,GSW,PG,2,0,8.0,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.0,0.0,,1.0,0.5,1.5,2.0,1.0,0.0,0.0,2.5,1.0,,colliyu01
523,Bryce McGowens,22,POR,SG,13,0,2.5,0.3,1.1,.286,0.0,0.3,.000,0.3,0.8,.400,.286,0.4,0.5,.833,0.2,0.1,0.2,0.2,0.1,0.0,0.3,0.2,1.0,,mcgowbr01
524,Xavier Tillman Sr.,26,BOS,C,29,1,7.1,0.4,1.6,.261,0.2,0.9,.185,0.2,0.7,.368,.315,0.0,0.1,.500,0.3,1.0,1.3,0.2,0.3,0.2,0.4,0.6,1.0,,tillmxa01
525,Emoni Bates,21,CLE,SF,7,0,3.9,0.3,2.0,.143,0.3,1.6,.182,0.0,0.4,.000,.214,0.0,0.0,,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.3,0.9,,batesem01
526,RayJ Dennis,23,IND,PG,8,0,2.9,0.3,1.3,.200,0.1,0.9,.143,0.1,0.4,.333,.250,0.3,0.3,1.000,0.3,0.5,0.8,0.6,0.4,0.0,0.5,0.4,0.9,,dennira01
527,Luke Travers,23,CLE,SG,9,0,6.1,0.3,1.2,.273,0.0,0.4,.000,0.3,0.8,.429,.273,0.2,0.2,1.000,0.6,0.8,1.3,0.6,0.1,0.1,0.6,0.4,0.9,,travelu01
528,Jalen Bridges,23,PHO,SF,5,0,5.0,0.2,0.8,.250,0.2,0.8,.250,0.0,0.0,,.375,0.2,0.4,.500,0.0,0.6,0.6,0.0,0.0,0.0,0.8,0.0,0.8,,bridgja01
529,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,.143,0.0,0.8,.000,0.3,1.0,.250,.143,0.3,0.3,1.000,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,cartodj01
530,Josh Christopher,23,MIA,SG,8,0,3.5,0.3,0.9,.286,0.0,0.1,.000,0.3,0.8,.333,.286,0.3,0.5,.500,0.0,0.4,0.4,0.5,0.0,0.1,0.5,0.1,0.8,,chrisjo01
531,PJ Dozier,28,MIN,SG,9,0,3.9,0.2,0.3,.667,0.2,0.3,.667,0.0,0.0,,1.000,0.1,0.7,.167,0.1,0.4,0.6,0.6,0.1,0.0,0.1,0.3,0.8,,doziepj01
532,Joe Ingles,37,MIN,SF,19,1,6.0,0.3,1.2,.261,0.2,0.8,.200,0.2,0.4,.375,.326,0.0,0.0,,0.1,0.5,0.6,1.2,0.1,0.0,0.5,0.6,0.8,,inglejo01
533,Ulrich Chomche,19,TOR,PF,7,0,4.6,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,.400,0.1,0.3,.500,0.6,0.6,1.1,0.3,0.0,0.1,0.3,0.7,0.7,,chomcul01
534,Harrison Ingram,22,SAS,SF,3,0,5.7,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,0.0,,0.3,1.3,1.7,0.3,0.3,0.0,0.0,0.7,0.7,,ingraha01
535,James Johnson,37,IND,PF,12,0,3.1,0.3,0.9,.364,0.0,0.3,.000,0.3,0.7,.500,.364,0.0,0.1,.000,0.0,0.5,0.5,0.3,0.0,0.2,0.3,0.4,0.7,,johnsja01
536,Liam Robbins,25,MIL,C,13,0,4.4,0.2,0.6,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.4,0.8,.500,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,,robbili01
537,Cui Yongxi,21,BRK,SG,5,0,2.0,0.2,1.4,.143,0.0,0.6,.000,0.2,0.8,.250,.143,0.2,0.4,.500,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,cuiyo01
538,Stanley Umude,25,MIL,SG,20,0,3.3,0.2,1.2,.174,0.1,0.7,.154,0.1,0.5,.200,.217,0.1,0.2,.500,0.2,0.6,0.8,0.2,0.2,0.2,0.1,0.3,0.6,,umudest01
539,Tristen Newton,23,2TM,SG,8,0,2.0,0.1,1.0,.125,0.0,0.4,.000,0.1,0.6,.200,.125,0.1,0.1,1.000,0.3,0.3,0.5,0.3,0.1,0.0,0.3,0.5,0.4,,newtotr01
539,Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,.167,0.0,0.6,.000,0.2,0.6,.333,.167,0.2,0.2,1.000,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,,newtotr01
539,Tristen Newton,23,MIN,SG,3,0,2.7,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,0.3,0.7,0.0,,newtotr01
540,Jacob Toppin,24,NYK,SF,16,0,3.1,0.2,0.6,.300,0.0,0.1,.000,0.2,0.5,.375,.300,0.0,0.0,,0.1,0.6,0.7,0.3,0.1,0.0,0.1,0.2,0.4,,toppija01
541,Malevy Leons,25,OKC,SF,6,0,3.5,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.3,0.7,.500,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,,leonsma01
542,Daishen Nix,22,MIN,PG,3,0,4.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.3,0.7,.500,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3,,nixda01
543,Jesse Edwards,24,MIN,C,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,,edwarje01
544,Daniss Jenkins,23,DET,PG,5,0,2.0,0.0,0.8,.000,0.0,0.8,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,,jenkida01
545,Bobi Klintman,21,DET,SF,6,0,2.8,0.0,0.3,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.2,0.0,0.2,0.2,0.3,0.0,,klintbo01
546,Mac McClung,26,ORL,SG,2,0,5.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1.0,0.0,,mccluma01
547,Jalen McDaniels,27,WAS,SF,4,0,1.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,,mcdanja01
548,Emanuel Miller,24,CHI,PF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,milleem01
549,Justin Minaya,25,POR,SF,10,0,2.5,0.0,0.2,.000,0.0,0.1,.000,0.0,0.1,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.2,0.1,0.0,0.0,0.3,0.0,,minayju01
550,Riley Minix,24,SAS,SF,1,0,7.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,minixri01
551,Miles Norris,24,BOS,PF,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,norrimi01
552,Jahlil Okafor,29,IND,C,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,okafoja01
553,Zyon Pullin,23,MEM,SG,3,0,1.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,pullizy01
554,Cole Swider,25,DET,SF,2,0,6.5,0.0,2.5,.000,0.0,2.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,swideco01
555,P.J. Tucker,39,NYK,SF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,tuckepj01
